eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
270.04,10.49,226.26,7.61,946,0.014696229,0.1809489,2.0635774,-0.018503064,0.35049248,0.8459153771400452,178,45568,3024.294091085001,2916352
249.01,9.74,219.09,9.04,967,0.016076311,0.19266765,2.122706,-0.02365726,0.2537749,0.8654842674732208,179,45824,3041.233646228,2932736
247.02,8.57,240.61,8.88,947,0.017463202,0.2105306,2.081919,-0.022693587,0.36734524,0.8065996170043945,180,46080,3058.5207634060007,2949120
264.79,10.44,235.1,8.82,964,0.018488294,0.22888184,2.066948,-0.012999125,0.3178098,0.8706397116184235,181,46336,3075.5095700560014,2965504
268.98,12.59,246.46,9.07,935,0.016319634,0.19608562,2.088977,-0.02362741,0.3386952,0.8650604784488678,182,46592,3093.021040824,2981888
254.55,10.18,246.0,9.84,959,0.014726742,0.18343098,2.1266577,-0.020050123,0.31357428,0.853109285235405,183,46848,3110.1039042459997,2998272
230.66,8.17,241.39,10.01,943,0.0145325,0.1720988,2.086008,-0.025811357,0.29480863,0.8394199311733246,184,47104,3127.468257462,3014656
258.35,9.2,250.97,10.32,967,0.015411288,0.18465169,2.0883534,-0.025614278,0.30674967,0.8349960297346115,185,47360,3144.3999375090007,3031040
276.33,11.43,263.13,10.41,990,0.013939646,0.1774699,2.05247,-0.01065839,0.3434079,0.8514134138822556,186,47616,3160.944789948,3047424
265.08,11.03,241.54,9.27,976,0.013354954,0.17785645,2.0352154,-0.025337292,0.3057758,0.8516380488872528,187,47872,3177.7754897270006,3063808
258.05,9.67,239.02,8.98,997,0.016164087,0.19730632,2.038952,-0.024006963,0.33783624,0.8390508741140366,188,48128,3194.2095946080008,3080192
270.76,11.71,272.62,11.35,985,0.015188237,0.19984944,2.0448775,-0.015152027,0.33703873,0.8650575578212738,189,48384,3210.836543341,3096576
259.44,11.01,273.71,11.26,981,0.015433498,0.19396973,2.050995,-0.022038965,0.2902737,0.8567657470703125,190,48640,3227.539315166001,3112960
293.75,12.86,252.15,11.14,999,0.012971151,0.16288249,2.0565126,-0.020568598,0.32449248,0.8664043694734573,191,48896,3243.935826215,3129344
286.35,12.33,250.34,10.79,997,0.014763576,0.1877238,2.0621276,-0.024876915,0.27091134,0.8560540080070496,192,49152,3260.358824338,3145728
270.41,11.34,262.17,11.59,990,0.01302572,0.16986084,2.0534213,-0.024920607,0.3022399,0.8655169904232025,193,49408,3276.905681718001,3162112
275.49,12.61,273.61,10.89,976,0.0146750035,0.19209798,2.0888886,-0.022702396,0.30832905,0.8511350154876709,194,49664,3293.688718542,3178496
279.73,12.68,269.5,11.73,988,0.013647649,0.17358398,2.0927503,-0.024504237,0.30114004,0.8542050421237946,195,49920,3310.2593658510013,3194880
285.54,12.69,257.22,11.63,980,0.011182804,0.14805095,2.0917733,-0.024508797,0.2883165,0.8478330820798874,196,50176,3326.975141809,3211264
