eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
124.81,2.09,105.48,1.07,1252,0.018693706,0.20983887,1.9629498,-0.02498921,0.12750813,0.6819832623004913,159,40704,2113.1489764189973,2605056
150.06,2.85,111.52,1.25,1245,0.018327804,0.20800781,1.9866685,-0.02445378,0.14742558,0.6680327653884888,160,40960,2126.306915465,2621440
132.08,1.91,107.43,0.72,1247,0.020362535,0.22401936,1.9927045,-0.027404202,0.12754084,0.6498168706893921,161,41216,2139.4471435319974,2637824
120.34,2.3,118.39,0.74,1233,0.018100953,0.20713298,1.9941648,-0.024505002,0.12850048,0.7054577171802521,162,41472,2152.726839488998,2654208
118.54,2.1,111.5,0.62,1238,0.019408016,0.21453857,2.000008,-0.025854953,0.11317786,0.682359516620636,163,41728,2165.9532821549983,2670592
130.46,1.79,117.25,0.78,1241,0.018215643,0.20363362,1.9837908,-0.027460678,0.11684712,0.7168669700622559,164,41984,2179.1519683769984,2686976
139.67,2.3,111.15,0.66,1242,0.018685684,0.2220866,1.9999124,-0.02478231,0.12033462,0.6621629297733307,165,42240,2192.342715570998,2703360
133.4,2.5,116.16,0.4,1250,0.01621479,0.19691975,1.956821,-0.02547407,0.13320206,0.720298558473587,166,42496,2205.4485180919983,2719744
141.05,2.83,124.21,1.27,1242,0.017281832,0.20650227,1.9941815,-0.021905795,0.14217833,0.707159698009491,167,42752,2218.6416001129983,2736128
150.63,2.82,138.63,1.12,1246,0.017881809,0.19895427,1.9988981,-0.0234997,0.14684092,0.7286083698272705,168,43008,2231.7826182200006,2752512
142.13,2.21,140.52,0.84,1252,0.015914166,0.18699138,2.0325058,-0.0246275,0.17230709,0.6938846409320831,169,43264,2244.8695148579973,2768896
123.63,1.9,121.72,0.92,1250,0.018609036,0.20550537,2.0584614,-0.026929474,0.112057544,0.6607259809970856,170,43520,2257.9770147069976,2785280
125.7,2.01,121.54,0.67,1219,0.015549301,0.18827312,2.0403597,-0.026565358,0.11066687,0.6408608555793762,171,43776,2271.4097746650004,2801664
140.53,2.11,134.17,1.42,1243,0.01944759,0.2154541,2.0463295,-0.027158948,0.12270831,0.6622219979763031,172,44032,2284.5820807639975,2818048
122.94,2.22,118.06,1.32,1230,0.016518665,0.18530273,2.0608916,-0.025409192,0.11732909,0.7133751511573792,173,44288,2297.8977710750005,2834432
126.64,1.85,109.46,0.44,1247,0.016205028,0.18237305,2.0373602,-0.025668742,0.12811734,0.7512935101985931,174,44544,2311.031506440999,2850816
141.77,2.75,114.58,0.25,1245,0.018846275,0.20489502,2.0409083,-0.025364114,0.12303606,0.7307601869106293,175,44800,2324.1873088039974,2867200
143.69,2.72,114.64,0.42,1232,0.017130429,0.19163005,2.0279078,-0.02296315,0.16335236,0.7103721499443054,176,45056,2337.481586054997,2883584
